year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,9,DL,Delta Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",67.00,7.00,3.80,0.00,1.25,0.00,1.95,0.00,0.00,517.00,281.00,0.00,21.00,0.00,215.00
2024,9,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",887.00,154.00,65.71,2.84,54.29,0.00,31.16,0.00,7.00,8041.00,3887.00,169.00,2065.00,0.00,1920.00
2024,9,DL,Delta Air Lines Network,FSD,"Sioux Falls, SD: Joe Foss Field",60.00,6.00,3.55,0.00,0.95,0.00,1.50,0.00,0.00,248.00,194.00,0.00,20.00,0.00,34.00
2024,9,DL,Delta Air Lines Network,GEG,"Spokane, WA: Spokane International",269.00,22.00,15.17,0.00,4.40,0.00,2.43,0.00,1.00,1992.00,1831.00,0.00,104.00,0.00,57.00
2024,9,DL,Delta Air Lines Network,GNV,"Gainesville, FL: Gainesville Regional",140.00,18.00,9.43,0.00,1.36,0.00,7.20,3.00,2.00,981.00,508.00,0.00,50.00,0.00,423.00
2024,9,DL,Delta Air Lines Network,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",111.00,10.00,4.96,0.54,1.53,0.00,2.97,1.00,0.00,1743.00,705.00,70.00,598.00,0.00,370.00
2024,9,DL,Delta Air Lines Network,GRB,"Green Bay, WI: Green Bay Austin Straubel International",30.00,4.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,629.00,610.00,0.00,0.00,0.00,19.00
2024,9,DL,Delta Air Lines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",213.00,29.00,17.24,0.91,3.22,0.00,7.63,0.00,0.00,1179.00,739.00,67.00,61.00,0.00,312.00
2024,9,DL,Delta Air Lines Network,GSO,"Greensboro/High Point, NC: Piedmont Triad International",213.00,29.00,14.58,0.58,6.26,0.00,7.58,0.00,0.00,1311.00,729.00,26.00,156.00,0.00,400.00
2024,9,DL,Delta Air Lines Network,GSP,"Greer, SC: Greenville-Spartanburg International",218.00,29.00,15.94,1.65,4.35,0.00,7.07,3.00,0.00,2648.00,2013.00,87.00,203.00,0.00,345.00
2024,9,DL,Delta Air Lines Network,HNL,"Honolulu, HI: Daniel K Inouye International",287.00,49.00,24.94,0.00,19.17,1.00,3.89,1.00,0.00,4225.00,3461.00,0.00,590.00,48.00,126.00
2024,9,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",140.00,18.00,9.56,1.71,2.52,0.00,4.21,0.00,0.00,971.00,580.00,87.00,91.00,0.00,213.00
2024,9,DL,Delta Air Lines Network,HPN,"White Plains, NY: Westchester County",60.00,7.00,2.87,0.00,1.70,0.00,2.42,0.00,0.00,298.00,97.00,0.00,47.00,0.00,154.00
2024,9,DL,Delta Air Lines Network,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",190.00,25.00,14.85,1.26,2.36,0.00,6.53,0.00,0.00,1320.00,810.00,32.00,131.00,0.00,347.00
2024,9,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",272.00,35.00,17.76,2.00,5.86,0.00,9.38,1.00,1.00,3106.00,1848.00,545.00,182.00,0.00,531.00
2024,9,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",667.00,100.00,60.04,0.73,21.08,0.78,17.37,0.00,1.00,5402.00,3538.00,60.00,664.00,43.00,1097.00
2024,9,DL,Delta Air Lines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",84.00,14.00,8.10,0.31,2.30,0.00,3.30,0.00,0.00,631.00,334.00,30.00,60.00,0.00,207.00
2024,9,DL,Delta Air Lines Network,ILM,"Wilmington, NC: Wilmington International",81.00,10.00,5.08,0.00,2.36,0.00,2.56,0.00,1.00,597.00,360.00,0.00,118.00,0.00,119.00
2024,9,DL,Delta Air Lines Network,IND,"Indianapolis, IN: Indianapolis International",401.00,60.00,36.70,1.03,9.00,0.00,13.27,0.00,1.00,3035.00,1757.00,309.00,295.00,0.00,674.00
2024,9,DL,Delta Air Lines Network,JAC,"Jackson, WY: Jackson Hole",114.00,16.00,9.83,1.33,0.29,0.00,4.56,0.00,1.00,943.00,657.00,68.00,25.00,0.00,193.00
2024,9,DL,Delta Air Lines Network,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",160.00,18.00,8.08,1.94,2.51,0.00,5.47,0.00,0.00,1085.00,613.00,203.00,80.00,0.00,189.00
2024,9,DL,Delta Air Lines Network,JAX,"Jacksonville, FL: Jacksonville International",465.00,57.00,31.18,1.86,10.92,0.00,13.04,11.00,1.00,2665.00,1548.00,91.00,426.00,0.00,600.00
2024,9,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2539.00,351.00,121.39,6.34,125.20,0.00,98.06,8.00,3.00,24465.00,12329.00,296.00,4342.00,0.00,7498.00
2024,9,DL,Delta Air Lines Network,JNU,"Juneau, AK: Juneau International",30.00,4.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,829.00,0.00,739.00,35.00,0.00,55.00
2024,9,DL,Delta Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",60.00,11.00,5.66,0.00,3.08,0.00,2.26,0.00,0.00,592.00,366.00,0.00,72.00,0.00,154.00
2024,9,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1340.00,250.00,79.02,2.41,121.44,0.00,47.13,0.00,1.00,12665.00,4882.00,275.00,5306.00,0.00,2202.00
2024,9,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3063.00,414.00,192.46,7.96,113.83,1.84,97.91,6.00,2.00,25203.00,14591.00,833.00,3215.00,147.00,6417.00
2024,9,DL,Delta Air Lines Network,LEX,"Lexington, KY: Blue Grass",190.00,32.00,20.14,0.70,3.90,0.00,7.26,3.00,2.00,1459.00,938.00,39.00,119.00,0.00,363.00
2024,9,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2355.00,258.00,108.77,12.96,55.96,1.51,78.80,12.00,10.00,13340.00,6463.00,540.00,1527.00,67.00,4743.00
2024,9,DL,Delta Air Lines Network,LGB,"Long Beach, CA: Long Beach Airport",50.00,9.00,5.89,1.00,2.11,0.00,0.00,0.00,0.00,537.00,461.00,32.00,44.00,0.00,0.00
2024,9,DL,Delta Air Lines Network,LIH,"Lihue, HI: Lihue Airport",60.00,5.00,3.33,0.00,0.00,0.00,1.67,0.00,0.00,218.00,175.00,0.00,0.00,0.00,43.00
2024,9,DL,Delta Air Lines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",167.00,24.00,10.26,1.57,2.85,0.00,9.32,0.00,0.00,1271.00,511.00,127.00,81.00,0.00,552.00
2024,9,DL,Delta Air Lines Network,MCI,"Kansas City, MO: Kansas City International",700.00,92.00,55.49,2.13,18.50,0.00,15.88,0.00,0.00,5472.00,3861.00,230.00,672.00,0.00,709.00
2024,9,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1596.00,277.00,118.52,3.62,94.36,0.00,60.49,0.00,2.00,13833.00,6917.00,278.00,3250.00,0.00,3388.00
2024,9,DL,Delta Air Lines Network,MDT,"Harrisburg, PA: Harrisburg International",81.00,9.00,4.68,0.27,1.61,0.00,2.44,0.00,2.00,458.00,301.00,13.00,66.00,0.00,78.00
2024,9,DL,Delta Air Lines Network,MDW,"Chicago, IL: Chicago Midway International",141.00,17.00,9.80,1.00,1.78,0.00,4.42,0.00,0.00,900.00,549.00,36.00,79.00,0.00,236.00
2024,9,DL,Delta Air Lines Network,MEM,"Memphis, TN: Memphis International",365.00,55.00,30.71,1.64,13.45,0.00,9.21,0.00,0.00,2167.00,1336.00,185.00,356.00,0.00,290.00
2024,9,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",843.00,115.00,46.45,6.66,40.74,0.00,21.16,1.00,5.00,6599.00,3558.00,322.00,1476.00,0.00,1243.00
2024,9,DL,Delta Air Lines Network,MKE,"Milwaukee, WI: General Mitchell International",375.00,33.00,20.84,0.00,3.48,0.00,8.68,0.00,0.00,1782.00,1285.00,0.00,118.00,0.00,379.00
2024,9,DL,Delta Air Lines Network,MLB,"Melbourne, FL: Melbourne Orlando International",114.00,13.00,4.84,0.00,3.00,0.00,5.16,0.00,0.00,580.00,297.00,0.00,55.00,0.00,228.00
2024,9,DL,Delta Air Lines Network,MOB,"Mobile, AL: Mobile Regional",65.00,13.00,7.10,0.00,0.91,0.00,4.99,0.00,0.00,661.00,332.00,0.00,64.00,0.00,265.00
2024,9,DL,Delta Air Lines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",165.00,20.00,8.01,0.00,0.82,0.00,11.17,0.00,0.00,1269.00,731.00,0.00,22.00,0.00,516.00
2024,9,DL,Delta Air Lines Network,MSO,"Missoula, MT: Missoula Montana",81.00,8.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,537.00,117.00,0.00,0.00,0.00,420.00
2024,9,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5935.00,494.00,177.23,14.17,139.75,0.00,162.85,14.00,1.00,34487.00,18312.00,2044.00,4276.00,0.00,9855.00
2024,9,DL,Delta Air Lines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",563.00,95.00,42.55,8.10,26.15,0.00,18.20,10.00,1.00,8556.00,2306.00,4223.00,856.00,0.00,1171.00
2024,9,DL,Delta Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",176.00,24.00,10.47,0.91,2.58,0.00,10.05,1.00,0.00,1154.00,540.00,68.00,67.00,0.00,479.00
2024,9,DL,Delta Air Lines Network,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,9,DL,Delta Air Lines Network,OAK,"Oakland, CA: Metro Oakland International",48.00,8.00,2.91,1.00,1.22,0.00,2.87,0.00,0.00,359.00,154.00,80.00,33.00,0.00,92.00
2024,9,DL,Delta Air Lines Network,OGG,"Kahului, HI: Kahului Airport",62.00,10.00,5.44,0.00,3.56,0.00,1.00,0.00,0.00,810.00,699.00,0.00,90.00,0.00,21.00
2024,9,DL,Delta Air Lines Network,OKC,"Oklahoma City, OK: Will Rogers World",143.00,19.00,10.60,0.92,3.19,0.00,4.29,0.00,0.00,1184.00,715.00,91.00,117.00,0.00,261.00
2024,9,DL,Delta Air Lines Network,OMA,"Omaha, NE: Eppley Airfield",148.00,15.00,5.76,0.38,1.23,0.00,7.63,0.00,0.00,840.00,403.00,22.00,97.00,0.00,318.00
2024,9,DL,Delta Air Lines Network,ONT,"Ontario, CA: Ontario International",140.00,25.00,10.92,2.84,4.42,0.00,6.81,0.00,0.00,1516.00,714.00,181.00,132.00,0.00,489.00
2024,9,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",1045.00,160.00,71.37,2.71,49.28,0.00,36.64,0.00,0.00,8380.00,5023.00,217.00,1244.00,0.00,1896.00
2024,9,DL,Delta Air Lines Network,ORF,"Norfolk, VA: Norfolk International",208.00,44.00,27.78,0.39,4.47,0.00,11.36,0.00,0.00,2879.00,2246.00,21.00,156.00,0.00,456.00
2024,9,DL,Delta Air Lines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",522.00,81.00,33.31,0.94,29.03,0.00,17.72,0.00,0.00,4044.00,1943.00,44.00,1146.00,0.00,911.00
2024,9,DL,Delta Air Lines Network,PDX,"Portland, OR: Portland International",627.00,70.00,35.38,2.33,12.97,0.00,19.32,0.00,1.00,3794.00,2126.00,166.00,496.00,0.00,1006.00
2024,9,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",531.00,77.00,37.14,0.96,23.23,0.00,15.67,0.00,0.00,3946.00,2411.00,52.00,689.00,0.00,794.00
2024,9,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",833.00,102.00,46.54,0.35,29.52,0.00,25.60,0.00,1.00,5857.00,3485.00,8.00,1053.00,0.00,1311.00
2024,9,DL,Delta Air Lines Network,PIT,"Pittsburgh, PA: Pittsburgh International",319.00,40.00,20.83,1.05,6.47,0.00,11.65,0.00,0.00,2663.00,1983.00,52.00,137.00,0.00,491.00
2024,9,DL,Delta Air Lines Network,PNS,"Pensacola, FL: Pensacola International",222.00,29.00,16.17,1.70,4.92,0.00,6.21,0.00,0.00,1437.00,882.00,75.00,152.00,0.00,328.00
2024,9,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",60.00,6.00,5.58,0.00,0.42,0.00,0.00,0.00,0.00,481.00,463.00,0.00,18.00,0.00,0.00
2024,9,DL,Delta Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,9,DL,Delta Air Lines Network,PVD,"Providence, RI: Rhode Island Tf Green International",98.00,13.00,3.49,0.26,2.25,0.00,6.99,0.00,0.00,827.00,425.00,16.00,42.00,0.00,344.00
2024,9,DL,Delta Air Lines Network,PWM,"Portland, ME: Portland International Jetport",90.00,9.00,6.00,0.00,2.00,0.00,1.00,0.00,0.00,493.00,370.00,0.00,100.00,0.00,23.00
2024,9,DL,Delta Air Lines Network,RAP,"Rapid City, SD: Rapid City Regional",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,21.00,0.00,0.00,0.00,0.00
2024,9,DL,Delta Air Lines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",965.00,120.00,41.75,8.53,29.16,0.00,40.56,3.00,5.00,7437.00,2590.00,646.00,1026.00,0.00,3175.00
2024,9,DL,Delta Air Lines Network,RIC,"Richmond, VA: Richmond International",213.00,33.00,15.54,0.44,7.82,0.00,9.20,0.00,0.00,1753.00,1053.00,31.00,189.00,0.00,480.00
2024,9,DL,Delta Air Lines Network,RNO,"Reno, NV: Reno/Tahoe International",103.00,11.00,7.18,0.99,2.36,0.00,0.47,0.00,0.00,1221.00,494.00,569.00,103.00,0.00,55.00
2024,9,DL,Delta Air Lines Network,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",31.00,4.00,0.82,0.00,0.00,0.00,3.18,0.00,0.00,183.00,32.00,0.00,0.00,0.00,151.00
2024,9,DL,Delta Air Lines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",81.00,7.00,3.36,0.50,0.78,0.00,2.36,0.00,0.00,302.00,169.00,16.00,36.00,0.00,81.00
2024,9,DL,Delta Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",464.00,50.00,25.28,0.68,12.46,0.00,11.58,16.00,0.00,2350.00,1245.00,30.00,336.00,0.00,739.00
2024,9,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",803.00,133.00,51.11,2.30,50.95,0.00,28.63,1.00,1.00,5584.00,2721.00,165.00,1474.00,0.00,1224.00
2024,9,DL,Delta Air Lines Network,SAT,"San Antonio, TX: San Antonio International",519.00,65.00,32.15,2.13,16.56,0.00,14.16,0.00,1.00,3335.00,1914.00,159.00,493.00,0.00,769.00
2024,9,DL,Delta Air Lines Network,SAV,"Savannah, GA: Savannah/Hilton Head International",274.00,38.00,19.10,0.63,8.82,0.83,8.62,1.00,0.00,1796.00,1076.00,30.00,293.00,79.00,318.00
2024,9,DL,Delta Air Lines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",90.00,6.00,3.34,1.00,0.66,0.00,1.00,1.00,1.00,360.00,88.00,135.00,27.00,0.00,110.00
2024,9,DL,Delta Air Lines Network,SDF,"Louisville, KY: Louisville Muhammad Ali International",207.00,27.00,15.78,1.00,4.85,0.00,5.37,0.00,0.00,1170.00,606.00,59.00,166.00,0.00,339.00
2024,9,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",2762.00,279.00,113.41,7.48,80.52,0.00,77.59,6.00,2.00,19531.00,11679.00,1017.00,2319.00,0.00,4516.00
2024,9,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",1127.00,179.00,72.58,5.70,75.84,0.00,24.88,0.00,1.00,8876.00,5103.00,379.00,2054.00,0.00,1340.00
2024,9,DL,Delta Air Lines Network,SGF,"Springfield, MO: Springfield-Branson National",60.00,8.00,2.29,1.40,1.13,0.00,3.18,0.00,0.00,515.00,162.00,86.00,48.00,0.00,219.00
2024,9,DL,Delta Air Lines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",180.00,17.00,9.21,1.21,2.50,0.00,4.08,0.00,0.00,1171.00,468.00,489.00,53.00,0.00,161.00
2024,9,DL,Delta Air Lines Network,SJU,"San Juan, PR: Luis Munoz Marin International",240.00,25.00,7.72,1.85,8.34,0.00,7.09,0.00,0.00,1492.00,516.00,123.00,451.00,0.00,402.00
2024,9,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",4503.00,438.00,166.40,7.95,82.70,0.00,180.95,4.00,17.00,33122.00,17751.00,409.00,2736.00,0.00,12226.00
2024,9,DL,Delta Air Lines Network,SMF,"Sacramento, CA: Sacramento International",281.00,17.00,8.50,0.24,3.25,0.00,5.01,0.00,0.00,653.00,402.00,10.00,76.00,0.00,165.00
2024,9,DL,Delta Air Lines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",406.00,65.00,35.19,1.00,16.65,0.69,11.48,0.00,0.00,3270.00,2052.00,19.00,447.00,40.00,712.00
2024,9,DL,Delta Air Lines Network,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",204.00,31.00,18.53,1.66,4.33,0.00,6.47,6.00,0.00,2152.00,861.00,801.00,192.00,0.00,298.00
2024,9,DL,Delta Air Lines Network,STL,"St. Louis, MO: St Louis Lambert International",485.00,53.00,38.72,0.00,5.89,0.00,8.40,0.00,0.00,2830.00,2347.00,0.00,138.00,0.00,345.00
2024,9,DL,Delta Air Lines Network,STT,"Charlotte Amalie, VI: Cyril E King",34.00,6.00,2.27,0.00,3.07,0.00,0.67,0.00,1.00,234.00,163.00,0.00,61.00,0.00,10.00
2024,9,DL,Delta Air Lines Network,SYR,"Syracuse, NY: Syracuse Hancock International",104.00,12.00,5.16,1.57,2.61,0.00,2.66,0.00,0.00,635.00,420.00,84.00,70.00,0.00,61.00
2024,9,DL,Delta Air Lines Network,TLH,"Tallahassee, FL: Tallahassee International",98.00,11.00,6.64,0.07,1.65,0.00,2.63,3.00,0.00,579.00,359.00,9.00,66.00,0.00,145.00
2024,9,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",990.00,161.00,71.29,4.41,35.57,0.00,49.73,44.00,4.00,11853.00,6347.00,657.00,1750.00,0.00,3099.00
2024,9,DL,Delta Air Lines Network,TUL,"Tulsa, OK: Tulsa International",141.00,11.00,5.37,1.26,0.38,0.00,3.99,0.00,0.00,1525.00,412.00,644.00,43.00,0.00,426.00
2024,9,DL,Delta Air Lines Network,TUS,"Tucson, AZ: Tucson International",60.00,14.00,5.27,0.07,5.51,0.00,3.16,0.00,0.00,770.00,432.00,6.00,158.00,0.00,174.00
2024,9,DL,Delta Air Lines Network,TVC,"Traverse City, MI: Cherry Capital",35.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,43.00,0.00,0.00,0.00,0.00
2024,9,DL,Delta Air Lines Network,TYS,"Knoxville, TN: McGhee Tyson",126.00,17.00,7.96,0.00,3.46,0.00,5.58,1.00,0.00,507.00,259.00,0.00,82.00,0.00,166.00
2024,9,DL,Delta Air Lines Network,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",198.00,22.00,10.39,0.37,3.39,0.00,7.85,3.00,0.00,1165.00,658.00,95.00,85.00,0.00,327.00
2024,9,DL,Delta Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",62.00,8.00,2.29,0.00,1.06,0.00,4.65,0.00,0.00,575.00,193.00,0.00,20.00,0.00,362.00
2024,9,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1071.00,348.00,68.57,7.06,127.52,0.00,144.85,34.00,2.00,22058.00,5523.00,684.00,4820.00,0.00,11031.00
2024,9,F9,Frontier Airlines,AUS,"Austin, TX: Austin - Bergstrom International",76.00,9.00,4.61,0.00,2.59,0.00,1.80,1.00,0.00,446.00,292.00,0.00,61.00,0.00,93.00
2024,9,F9,Frontier Airlines,BDL,"Hartford, CT: Bradley International",95.00,12.00,2.11,0.60,2.58,0.00,6.71,1.00,0.00,658.00,102.00,21.00,76.00,0.00,459.00
2024,9,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",85.00,13.00,5.98,0.00,2.06,0.00,4.97,0.00,0.00,891.00,367.00,0.00,83.00,0.00,441.00
2024,9,F9,Frontier Airlines,BOS,"Boston, MA: Logan International",186.00,49.00,13.83,1.20,16.35,0.00,17.63,4.00,0.00,3199.00,1152.00,290.00,549.00,0.00,1208.00
2024,9,F9,Frontier Airlines,BQN,"Aguadilla, PR: Rafael Hernandez",24.00,8.00,1.77,2.00,0.00,0.00,4.23,0.00,0.00,405.00,87.00,91.00,0.00,0.00,227.00
2024,9,F9,Frontier Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",93.00,17.00,3.60,0.00,2.08,0.00,11.32,4.00,0.00,971.00,144.00,0.00,102.00,0.00,725.00
2024,9,F9,Frontier Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",234.00,69.00,12.12,3.55,20.32,0.00,33.01,6.00,0.00,3836.00,616.00,102.00,680.00,0.00,2438.00
2024,9,F9,Frontier Airlines,CHS,"Charleston, SC: Charleston AFB/International",10.00,3.00,1.84,0.00,0.71,0.00,0.45,0.00,0.00,152.00,119.00,0.00,23.00,0.00,10.00
2024,9,F9,Frontier Airlines,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",30.00,3.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,131.00,97.00,0.00,0.00,0.00,34.00
2024,9,F9,Frontier Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",522.00,110.00,36.50,0.87,18.20,0.00,54.43,13.00,0.00,8726.00,3636.00,24.00,710.00,0.00,4356.00
2024,9,F9,Frontier Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",348.00,108.00,21.35,0.92,41.74,0.00,43.99,11.00,1.00,8137.00,1673.00,23.00,1870.00,0.00,4571.00
2024,9,F9,Frontier Airlines,CMH,"Columbus, OH: John Glenn Columbus International",10.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,31.00
2024,9,F9,Frontier Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",341.00,82.00,18.49,2.58,12.67,0.00,48.26,7.00,0.00,6039.00,1292.00,178.00,428.00,0.00,4141.00
2024,9,F9,Frontier Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",90.00,12.00,3.94,0.32,4.21,0.00,3.53,1.00,0.00,564.00,194.00,7.00,178.00,0.00,185.00
2024,9,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",2284.00,364.00,86.41,4.53,120.10,0.00,152.95,12.00,0.00,27758.00,11069.00,1273.00,3940.00,0.00,11476.00
2024,9,F9,Frontier Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",949.00,340.00,66.05,1.55,137.21,0.00,135.18,6.00,2.00,18325.00,5167.00,66.00,4951.00,0.00,8141.00
2024,9,F9,Frontier Airlines,DSM,"Des Moines, IA: Des Moines International",26.00,6.00,2.07,1.00,0.31,0.00,2.62,0.00,0.00,293.00,66.00,16.00,20.00,0.00,191.00
2024,9,F9,Frontier Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",169.00,47.00,12.64,0.70,13.69,0.00,19.97,4.00,0.00,2062.00,603.00,21.00,436.00,0.00,1002.00
2024,9,F9,Frontier Airlines,ELP,"El Paso, TX: El Paso International",65.00,10.00,1.83,0.00,1.42,0.00,6.75,1.00,0.00,605.00,111.00,0.00,26.00,0.00,468.00
2024,9,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",47.00,9.00,6.15,0.00,2.62,0.00,0.24,0.00,0.00,312.00,240.00,0.00,63.00,0.00,9.00
2024,9,F9,Frontier Airlines,FAR,"Fargo, ND: Hector International",30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,9,F9,Frontier Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",95.00,16.00,6.99,0.00,3.51,0.00,5.50,4.00,0.00,1076.00,493.00,0.00,107.00,0.00,476.00
2024,9,F9,Frontier Airlines,FSD,"Sioux Falls, SD: Joe Foss Field",29.00,5.00,1.47,1.00,0.22,0.00,2.32,0.00,0.00,221.00,73.00,37.00,4.00,0.00,107.00
2024,9,F9,Frontier Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",33.00,5.00,1.77,0.00,2.00,0.00,1.23,1.00,0.00,202.00,120.00,0.00,35.00,0.00,47.00
2024,9,F9,Frontier Airlines,HOU,"Houston, TX: William P Hobby",21.00,4.00,0.37,0.00,0.30,0.00,3.33,1.00,0.00,293.00,56.00,0.00,11.00,0.00,226.00
2024,9,F9,Frontier Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",368.00,125.00,25.55,1.40,50.86,0.00,47.19,5.00,0.00,6973.00,1560.00,59.00,1762.00,0.00,3592.00
2024,9,F9,Frontier Airlines,IND,"Indianapolis, IN: Indianapolis International",65.00,15.00,5.60,0.00,3.84,0.00,5.56,2.00,0.00,810.00,374.00,0.00,164.00,0.00,272.00
2024,9,F9,Frontier Airlines,ISP,"Islip, NY: Long Island MacArthur",75.00,10.00,2.69,0.00,1.28,0.00,6.04,3.00,0.00,833.00,294.00,0.00,93.00,0.00,446.00
2024,9,F9,Frontier Airlines,JAX,"Jacksonville, FL: Jacksonville International",41.00,4.00,0.98,0.00,2.03,0.00,1.00,0.00,0.00,333.00,117.00,0.00,60.00,0.00,156.00
2024,9,F9,Frontier Airlines,JFK,"New York, NY: John F. Kennedy International",118.00,17.00,8.97,0.00,2.17,0.00,5.86,1.00,0.00,1390.00,807.00,0.00,67.00,0.00,516.00
2024,9,F9,Frontier Airlines,LAS,"Las Vegas, NV: Harry Reid International",1214.00,322.00,65.65,3.45,85.89,0.00,167.00,15.00,0.00,27944.00,6595.00,491.00,5748.00,0.00,15110.00
2024,9,F9,Frontier Airlines,LAX,"Los Angeles, CA: Los Angeles International",360.00,95.00,18.40,0.41,29.63,0.00,46.57,3.00,0.00,5693.00,1836.00,18.00,1159.00,0.00,2680.00
2024,9,F9,Frontier Airlines,LGA,"New York, NY: LaGuardia",240.00,70.00,19.12,1.63,25.47,0.00,23.78,3.00,0.00,4279.00,1613.00,125.00,976.00,0.00,1565.00
2024,9,F9,Frontier Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",9.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,84.00,0.00,0.00,84.00,0.00,0.00
2024,9,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",30.00,4.00,2.57,0.00,0.00,0.00,1.43,0.00,0.00,299.00,181.00,0.00,0.00,0.00,118.00
2024,9,F9,Frontier Airlines,MCO,"Orlando, FL: Orlando International",1140.00,259.00,58.97,0.51,38.88,0.00,160.64,26.00,3.00,20116.00,6422.00,55.00,1533.00,0.00,12106.00
